date,state,district,demo_age_5_17,demo_age_17_plus
2025-03-12,Telangana,Medchal-malkajgiri,99,671
2025-03-12,Telangana,Medchal−malkajgiri,5,28
2025-03-12,Telangana,Mulugu,15,81
2025-03-12,Telangana,Nagarkurnool,18,114
2025-03-12,Telangana,Nalgonda,91,550
2025-03-12,Telangana,Narayanpet,28,122
2025-03-12,Telangana,Nirmal,41,321
2025-03-12,Telangana,Nizamabad,84,457
2025-03-12,Telangana,Peddapalli,14,137
2025-03-12,Telangana,Rajanna Sircilla,7,111
2025-03-12,Telangana,Rangareddy,2,21
2025-03-12,Telangana,Sangareddy,52,242
2025-03-12,Telangana,Siddipet,39,308
2025-03-12,Telangana,Suryapet,57,307
2025-03-12,Telangana,Vikarabad,44,245
2025-03-12,Telangana,Wanaparthy,19,111
2025-03-12,Telangana,Warangal,43,337
2025-03-12,Telangana,Warangal Rural,9,156
2025-03-12,Telangana,Warangal Urban,13,178
2025-03-12,Telangana,Yadadri.,24,264
2025-03-12,Tripura,Dhalai,6,124
2025-03-12,Tripura,Gomati,16,85
2025-03-12,Tripura,Khowai,6,39
2025-03-12,Tripura,North Tripura,23,152
2025-03-12,Tripura,Sepahijala,16,190
2025-03-12,Tripura,South Tripura,29,181
2025-03-12,Tripura,Unakoti,8,40
2025-03-12,Tripura,West Tripura,30,338
2025-03-12,Uttar Pradesh,Agra,158,2126
2025-03-12,Uttar Pradesh,Aligarh,71,652
2025-03-12,Uttar Pradesh,Allahabad,100,1090
2025-03-12,Uttar Pradesh,Ambedkar Nagar,43,577
2025-03-12,Uttar Pradesh,Amethi,53,381
2025-03-12,Uttar Pradesh,Amroha,70,760
2025-03-12,Uttar Pradesh,Auraiya,30,361
2025-03-12,Uttar Pradesh,Ayodhya,13,187
2025-03-12,Uttar Pradesh,Azamgarh,97,1043
2025-03-12,Uttar Pradesh,Baghpat,29,331
2025-03-12,Uttar Pradesh,Bahraich,69,1213
2025-03-12,Uttar Pradesh,Ballia,107,872
2025-03-12,Uttar Pradesh,Balrampur,28,623
2025-03-12,Uttar Pradesh,Banda,49,621
2025-03-12,Uttar Pradesh,Bara Banki,73,788
2025-03-12,Uttar Pradesh,Barabanki,1,82
2025-03-12,Uttar Pradesh,Bareilly,113,1505
2025-03-12,Uttar Pradesh,Basti,55,484
2025-03-12,Uttar Pradesh,Bhadohi,11,80
2025-03-12,Uttar Pradesh,Bijnor,107,1656
2025-03-12,Uttar Pradesh,Budaun,91,1466
2025-03-12,Uttar Pradesh,Bulandshahar,1,13
2025-03-12,Uttar Pradesh,Bulandshahr,151,1581
2025-03-12,Uttar Pradesh,Chandauli,63,586
2025-03-12,Uttar Pradesh,Chitrakoot,35,315
2025-03-12,Uttar Pradesh,Deoria,102,1046
2025-03-12,Uttar Pradesh,Etah,54,644
2025-03-12,Uttar Pradesh,Etawah,58,516
2025-03-12,Uttar Pradesh,Faizabad,52,473
2025-03-12,Uttar Pradesh,Farrukhabad,45,498
2025-03-12,Uttar Pradesh,Fatehpur,65,925
2025-03-12,Uttar Pradesh,Firozabad,76,1286
2025-03-12,Uttar Pradesh,Gautam Buddha Nagar,94,1202
2025-03-12,Uttar Pradesh,Ghaziabad,192,2487
2025-03-12,Uttar Pradesh,Ghazipur,91,896
2025-03-12,Uttar Pradesh,Gonda,55,697
2025-03-12,Uttar Pradesh,Gorakhpur,113,1197
2025-03-12,Uttar Pradesh,Hamirpur,23,332
2025-03-12,Uttar Pradesh,Hapur,50,502
2025-03-12,Uttar Pradesh,Hardoi,76,947
2025-03-12,Uttar Pradesh,Hathras,51,476
2025-03-12,Uttar Pradesh,Jalaun,58,518
2025-03-12,Uttar Pradesh,Jaunpur,107,947
2025-03-12,Uttar Pradesh,Jhansi,61,806
2025-03-12,Uttar Pradesh,Jyotiba Phule Nagar,0,19
2025-03-12,Uttar Pradesh,Kannauj,67,712
2025-03-12,Uttar Pradesh,Kanpur Dehat,82,623
2025-03-12,Uttar Pradesh,Kanpur Nagar,150,2042
2025-03-12,Uttar Pradesh,Kasganj,40,546
2025-03-12,Uttar Pradesh,Kaushambi,44,438
2025-03-12,Uttar Pradesh,Kheri,111,1713
2025-03-12,Uttar Pradesh,Kushinagar,141,1129
2025-03-12,Uttar Pradesh,Lalitpur,26,249
2025-03-12,Uttar Pradesh,Lucknow,120,2741
2025-03-12,Uttar Pradesh,Maharajganj,121,1011
2025-03-12,Uttar Pradesh,Mahoba,29,321
2025-03-12,Uttar Pradesh,Mahrajganj,2,0
2025-03-12,Uttar Pradesh,Mainpuri,77,825
2025-03-12,Uttar Pradesh,Mathura,113,942
2025-03-12,Uttar Pradesh,Mau,85,1061
2025-03-12,Uttar Pradesh,Meerut,164,1779
2025-03-12,Uttar Pradesh,Mirzapur,87,923
2025-03-12,Uttar Pradesh,Moradabad,102,1525
2025-03-12,Uttar Pradesh,Muzaffarnagar,93,1166
2025-03-12,Uttar Pradesh,Pilibhit,60,1145
2025-03-12,Uttar Pradesh,Pratapgarh,91,925
2025-03-12,Uttar Pradesh,Prayagraj,29,408
2025-03-12,Uttar Pradesh,Rae Bareli,83,745
2025-03-12,Uttar Pradesh,Rampur,79,1155
2025-03-12,Uttar Pradesh,Saharanpur,101,1528
2025-03-12,Uttar Pradesh,Sambhal,66,930
2025-03-12,Uttar Pradesh,Sant Kabir Nagar,41,569
2025-03-12,Uttar Pradesh,Sant Ravidas Nagar,41,486
2025-03-12,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2,4
2025-03-12,Uttar Pradesh,Shahjahanpur,81,1182
2025-03-12,Uttar Pradesh,Shamli,57,587
2025-03-12,Uttar Pradesh,Shrawasti,29,501
2025-03-12,Uttar Pradesh,Siddharthnagar,99,1267
2025-03-12,Uttar Pradesh,Sitapur,89,1424
2025-03-12,Uttar Pradesh,Sonbhadra,43,490
2025-03-12,Uttar Pradesh,Sultanpur,80,678
2025-03-12,Uttar Pradesh,Unnao,89,1163
2025-03-12,Uttar Pradesh,Varanasi,127,2671
2025-03-12,Uttarakhand,Almora,21,144
2025-03-12,Uttarakhand,Bageshwar,2,52
2025-03-12,Uttarakhand,Chamoli,15,125
2025-03-12,Uttarakhand,Champawat,21,113
2025-03-12,Uttarakhand,Dehradun,85,762
2025-03-12,Uttarakhand,Garhwal,2,20
2025-03-12,Uttarakhand,Hardwar,0,14
2025-03-12,Uttarakhand,Haridwar,100,883
2025-03-12,Uttarakhand,Nainital,68,421
2025-03-12,Uttarakhand,Pauri Garhwal,35,268
2025-03-12,Uttarakhand,Pithoragarh,27,187
2025-03-12,Uttarakhand,Rudraprayag,21,88
2025-03-12,Uttarakhand,Tehri Garhwal,54,179
2025-03-12,Uttarakhand,Udham Singh Nagar,113,1062
2025-03-12,Uttarakhand,Uttarkashi,18,115
2025-03-12,WEST BENGAL,HOOGHLY,0,3
2025-03-12,West  Bengal,Hooghly,0,4
2025-03-12,West Bangal,Hooghly,0,4
2025-03-12,West Bengal,Alipurduar,9,78
2025-03-12,West Bengal,Bankura,98,886
2025-03-12,West Bengal,Barddhaman,104,1751
2025-03-12,West Bengal,Bardhaman,6,287
2025-03-12,West Bengal,Birbhum,125,985
2025-03-12,West Bengal,Cooch Behar,57,493
2025-03-12,West Bengal,Dakshin Dinajpur,86,783
2025-03-12,West Bengal,Darjeeling,26,517
2025-03-12,West Bengal,Darjiling,2,110
2025-03-12,West Bengal,East Midnapore,16,354
2025-03-12,West Bengal,HOOGHLY,0,2
2025-03-12,West Bengal,HOWRAH,0,2
2025-03-12,West Bengal,Haora,2,528
2025-03-12,West Bengal,Hawrah,0,2
2025-03-12,West Bengal,Hooghly,130,2088
2025-03-12,West Bengal,Howrah,118,956
2025-03-12,West Bengal,Hugli,0,22
2025-03-12,West Bengal,Jalpaiguri,52,1119
2025-03-12,West Bengal,Jhargram,12,64
2025-03-12,West Bengal,Kalimpong,6,53
2025-03-12,West Bengal,Koch Bihar,5,272
2025-03-12,West Bengal,Kolkata,68,1775
2025-03-12,West Bengal,MALDA,0,6
2025-03-12,West Bengal,Malda,152,1511
2025-03-12,West Bengal,Maldah,9,236
2025-03-12,West Bengal,Medinipur,0,8
2025-03-12,West Bengal,Murshidabad,243,2869
2025-03-12,West Bengal,Nadia,155,2105
2025-03-12,West Bengal,North 24 Parganas,211,3540
2025-03-12,West Bengal,North Dinajpur,0,40
2025-03-12,West Bengal,North Twenty Four Parganas,0,360
2025-03-12,West Bengal,Paschim Bardhaman,19,217
2025-03-12,West Bengal,Paschim Medinipur,106,1274
2025-03-12,West Bengal,Purba Bardhaman,23,204
2025-03-12,West Bengal,Purba Medinipur,135,937
2025-03-12,West Bengal,Purulia,5,99
2025-03-12,West Bengal,Puruliya,121,1089
2025-03-12,West Bengal,South 24 Parganas,191,2101
2025-03-12,West Bengal,South Dinajpur,4,85
2025-03-12,West Bengal,South Twenty Four Parganas,14,501
2025-03-12,West Bengal,Uttar Dinajpur,87,963
2025-03-12,West Bengal,West Midnapore,11,411
2025-03-12,West Bengal,hooghly,0,2
2025-03-12,Westbengal,Hooghly,0,2
2025-04-09,Andaman & Nicobar Islands,Andamans,0,10
2025-04-09,Andaman & Nicobar Islands,South Andaman,0,3
2025-04-09,Andaman and Nicobar Islands,Nicobar,0,7
2025-04-09,Andaman and Nicobar Islands,North And Middle Andaman,1,15
2025-04-09,Andaman and Nicobar Islands,South Andaman,3,18
2025-04-09,Andhra Pradesh,Adilabad,13,181
2025-04-09,Andhra Pradesh,Alluri Sitharama Raju,5,30
2025-04-09,Andhra Pradesh,Anakapalli,4,74
2025-04-09,Andhra Pradesh,Anantapur,33,342
2025-04-09,Andhra Pradesh,Ananthapur,25,109
2025-04-09,Andhra Pradesh,Ananthapuramu,13,109
2025-04-09,Andhra Pradesh,Annamayya,33,179
2025-04-09,Andhra Pradesh,Bapatla,11,63
2025-04-09,Andhra Pradesh,Chittoor,109,705
2025-04-09,Andhra Pradesh,Cuddapah,33,377
2025-04-09,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,11,84
2025-04-09,Andhra Pradesh,East Godavari,55,644
2025-04-09,Andhra Pradesh,Eluru,12,77
2025-04-09,Andhra Pradesh,Guntur,69,598
2025-04-09,Andhra Pradesh,Hyderabad,34,218
2025-04-09,Andhra Pradesh,K.V.Rangareddy,0,5
2025-04-09,Andhra Pradesh,K.v. Rangareddy,0,2
2025-04-09,Andhra Pradesh,Kakinada,13,108
2025-04-09,Andhra Pradesh,Karim Nagar,0,11
2025-04-09,Andhra Pradesh,Karimnagar,11,90
2025-04-09,Andhra Pradesh,Khammam,45,196
2025-04-09,Andhra Pradesh,Krishna,53,625
2025-04-09,Andhra Pradesh,Kurnool,88,622
2025-04-09,Andhra Pradesh,Mahabub Nagar,4,147
2025-04-09,Andhra Pradesh,Mahbubnagar,6,91
2025-04-09,Andhra Pradesh,Medak,14,127
2025-04-09,Andhra Pradesh,N. T. R,39,247
2025-04-09,Andhra Pradesh,Nalgonda,10,296
2025-04-09,Andhra Pradesh,Nandyal,12,105
2025-04-09,Andhra Pradesh,Nellore,53,535
2025-04-09,Andhra Pradesh,Nizamabad,6,29
2025-04-09,Andhra Pradesh,Palnadu,20,142
2025-04-09,Andhra Pradesh,Parvathipuram Manyam,8,53
2025-04-09,Andhra Pradesh,Prakasam,54,588
2025-04-09,Andhra Pradesh,Rangareddi,17,139
2025-04-09,Andhra Pradesh,Sri Potti Sriramulu Nellore,30,172
2025-04-09,Andhra Pradesh,Sri Sathya Sai,15,113
2025-04-09,Andhra Pradesh,Srikakulam,108,635
2025-04-09,Andhra Pradesh,Tirupati,23,145
2025-04-09,Andhra Pradesh,Visakhapatnam,71,806
2025-04-09,Andhra Pradesh,Vizianagaram,43,481
2025-04-09,Andhra Pradesh,Warangal,21,285
2025-04-09,Andhra Pradesh,West Godavari,66,809
2025-04-09,Andhra Pradesh,Y. S. R,12,150
2025-04-09,Arunachal Pradesh,Anjaw,2,15
2025-04-09,Arunachal Pradesh,Changlang,19,101
2025-04-09,Arunachal Pradesh,East Kameng,8,77
2025-04-09,Arunachal Pradesh,East Siang,6,23
2025-04-09,Arunachal Pradesh,Lohit,2,20
2025-04-09,Arunachal Pradesh,Longding,2,4
2025-04-09,Arunachal Pradesh,Lower Siang,1,9
2025-04-09,Arunachal Pradesh,Lower Subansiri,4,18
2025-04-09,Arunachal Pradesh,Namsai,6,33
2025-04-09,Arunachal Pradesh,Pakke Kessang,1,0
2025-04-09,Arunachal Pradesh,Papum Pare,11,55
2025-04-09,Arunachal Pradesh,Shi-yomi,4,2
2025-04-09,Arunachal Pradesh,Siang,3,12
2025-04-09,Arunachal Pradesh,Tawang,6,25
2025-04-09,Arunachal Pradesh,Tirap,0,1
2025-04-09,Arunachal Pradesh,Upper Siang,4,16
2025-04-09,Arunachal Pradesh,West Kameng,4,10
2025-04-09,Arunachal Pradesh,West Siang,16,59
2025-04-09,Assam,Bajali,0,6
2025-04-09,Assam,Baksa,24,144
2025-04-09,Assam,Barpeta,56,410
2025-04-09,Assam,Biswanath,2,59
2025-04-09,Assam,Bongaigaon,26,186
2025-04-09,Assam,Cachar,39,405
2025-04-09,Assam,Charaideo,4,76
2025-04-09,Assam,Chirang,13,137
2025-04-09,Assam,Darrang,56,246
2025-04-09,Assam,Dhemaji,18,123
2025-04-09,Assam,Dhubri,119,736
2025-04-09,Assam,Dibrugarh,28,337
2025-04-09,Assam,Dima Hasao,0,2
2025-04-09,Assam,Goalpara,65,509
2025-04-09,Assam,Golaghat,10,209
2025-04-09,Assam,Hailakandi,41,260
2025-04-09,Assam,Hojai,58,300
2025-04-09,Assam,Jorhat,20,158
2025-04-09,Assam,Kamrup,44,515
2025-04-09,Assam,Kamrup Metro,25,239
2025-04-09,Assam,Karbi Anglong,31,205
2025-04-09,Assam,Karimganj,45,366
2025-04-09,Assam,Kokrajhar,24,162
2025-04-09,Assam,Lakhimpur,36,303
2025-04-09,Assam,Majuli,8,59
2025-04-09,Assam,Marigaon,84,438
2025-04-09,Assam,Nagaon,78,1091
2025-04-09,Assam,Nalbari,33,220
2025-04-09,Assam,North Cachar Hills,3,42
2025-04-09,Assam,Sibsagar,20,165
2025-04-09,Assam,Sonitpur,36,357
2025-04-09,Assam,South Salmara Mankachar,15,261
2025-04-09,Assam,Sribhumi,0,52
2025-04-09,Assam,Tamulpur District,1,10
2025-04-09,Assam,Tinsukia,34,381
2025-04-09,Assam,Udalguri,19,210
2025-04-09,Assam,West Karbi Anglong,1,11
2025-04-09,Bihar,Araria,95,2277
2025-04-09,Bihar,Arwal,25,411
2025-04-09,Bihar,Aurangabad,105,843
2025-04-09,Bihar,Aurangabad(bh),0,5
2025-04-09,Bihar,Banka,84,950
2025-04-09,Bihar,Begusarai,128,1466
2025-04-09,Bihar,Bhabua,0,2
2025-04-09,Bihar,Bhagalpur,129,1524
2025-04-09,Bihar,Bhojpur,97,2096
2025-04-09,Bihar,Buxar,59,555
2025-04-09,Bihar,Darbhanga,126,1618
2025-04-09,Bihar,East Champaran,183,2568
2025-04-09,Bihar,Gaya,197,1843
2025-04-09,Bihar,Gopalganj,73,1045
2025-04-09,Bihar,Jamui,53,818
2025-04-09,Bihar,Jehanabad,41,797
2025-04-09,Bihar,Kaimur (Bhabua),78,1143
2025-04-09,Bihar,Katihar,120,2898
2025-04-09,Bihar,Khagaria,92,1304
2025-04-09,Bihar,Kishanganj,49,2452
2025-04-09,Bihar,Lakhisarai,37,540
2025-04-09,Bihar,Madhepura,66,1010
2025-04-09,Bihar,Madhubani,168,2063
2025-04-09,Bihar,Monghyr,0,2
2025-04-09,Bihar,Munger,58,726
2025-04-09,Bihar,Muzaffarpur,178,2165
2025-04-09,Bihar,Nalanda,103,4413
2025-04-09,Bihar,Nawada,66,1057
2025-04-09,Bihar,Pashchim Champaran,0,17
2025-04-09,Bihar,Patna,254,3663
2025-04-09,Bihar,Purba Champaran,0,11
2025-04-09,Bihar,Purnea,1,50
2025-04-09,Bihar,Purnia,104,1728
2025-04-09,Bihar,Rohtas,127,1426
2025-04-09,Bihar,Saharsa,84,1293
2025-04-09,Bihar,Samastipur,138,3395
2025-04-09,Bihar,Samstipur,1,2
2025-04-09,Bihar,Saran,177,2184
2025-04-09,Bihar,Sheikhpura,17,335
2025-04-09,Bihar,Sheikpura,0,2
2025-04-09,Bihar,Sheohar,37,574
2025-04-09,Bihar,Sitamarhi,113,1476
2025-04-09,Bihar,Siwan,122,1405
2025-04-09,Bihar,Supaul,75,1834
2025-04-09,Bihar,Vaishali,123,2178
2025-04-09,Bihar,West Champaran,171,2243
2025-04-09,Chandigarh,Chandigarh,71,387
2025-04-09,Chandigarh,Rupnagar,0,1
2025-04-09,Chhattisgarh,Balod,7,213
2025-04-09,Chhattisgarh,Baloda Bazar,38,758
2025-04-09,Chhattisgarh,Balrampur,19,446
2025-04-09,Chhattisgarh,Bastar,29,382
2025-04-09,Chhattisgarh,Bemetara,28,262
2025-04-09,Chhattisgarh,Bijapur,15,116
2025-04-09,Chhattisgarh,Bilaspur,45,598
2025-04-09,Chhattisgarh,Dakshin Bastar Dantewada,5,42
2025-04-09,Chhattisgarh,Dantewada,3,15
2025-04-09,Chhattisgarh,Dhamtari,19,302
2025-04-09,Chhattisgarh,Durg,74,379
2025-04-09,Chhattisgarh,Gariyaband,17,204
2025-04-09,Chhattisgarh,Gaurela-pendra-marwahi,4,26
2025-04-09,Chhattisgarh,Janjgir - Champa,0,1
2025-04-09,Chhattisgarh,Janjgir Champa,1,2
2025-04-09,Chhattisgarh,Janjgir-champa,26,436
2025-04-09,Chhattisgarh,Jashpur,14,79
2025-04-09,Chhattisgarh,Kabeerdham,10,85
2025-04-09,Chhattisgarh,Kanker,9,144
2025-04-09,Chhattisgarh,Kawardha,16,245
2025-04-09,Chhattisgarh,Khairagarh Chhuikhadan Gandai,7,40
2025-04-09,Chhattisgarh,Kondagaon,14,151
2025-04-09,Chhattisgarh,Korba,17,203
2025-04-09,Chhattisgarh,Koriya,11,96
2025-04-09,Chhattisgarh,Mahasamund,32,406
2025-04-09,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,6,26
2025-04-09,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,0,2
2025-04-09,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,17,123
2025-04-09,Chhattisgarh,Mungeli,7,223
2025-04-09,Chhattisgarh,Narayanpur,7,57
2025-04-09,Chhattisgarh,Raigarh,19,508
2025-04-09,Chhattisgarh,Raipur,52,607
2025-04-09,Chhattisgarh,Rajnandgaon,35,381
2025-04-09,Chhattisgarh,Sakti,6,74
2025-04-09,Chhattisgarh,Sarangarh-Bilaigarh,5,43
2025-04-09,Chhattisgarh,Sukma,13,103
2025-04-09,Chhattisgarh,Surajpur,15,266
2025-04-09,Chhattisgarh,Surguja,43,388
2025-04-09,Chhattisgarh,Uttar Bastar Kanker,8,79
2025-04-09,Dadra & Nagar Haveli,Dadra & Nagar Haveli,0,6
2025-04-09,Dadra and Nagar Haveli,Dadra and Nagar Haveli,30,46
2025-04-09,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,1,25
2025-04-09,Dadra and Nagar Haveli and Daman and Diu,Daman,0,4
2025-04-09,Dadra and Nagar Haveli and Daman and Diu,Diu,0,6
2025-04-09,Daman & Diu,Daman,0,1
2025-04-09,Daman & Diu,Diu,1,3
2025-04-09,Daman and Diu,Daman,1,11
2025-04-09,Daman and Diu,Diu,1,7
2025-04-09,Delhi,Central Delhi,35,164
2025-04-09,Delhi,East Delhi,88,442
2025-04-09,Delhi,Najafgarh,0,1
2025-04-09,Delhi,New Delhi,4,19
2025-04-09,Delhi,North Delhi,28,155
2025-04-09,Delhi,North East,6,89
2025-04-09,Delhi,North East Delhi,81,319
2025-04-09,Delhi,North West Delhi,178,785
2025-04-09,Delhi,Shahdara,11,88
2025-04-09,Delhi,South Delhi,65,617
2025-04-09,Delhi,South East Delhi,1,11
2025-04-09,Delhi,South West Delhi,79,485
2025-04-09,Delhi,West Delhi,86,634
2025-04-09,Goa,North Goa,11,177
2025-04-09,Goa,South Goa,11,151
2025-04-09,Gujarat,Ahmadabad,14,91
2025-04-09,Gujarat,Ahmedabad,239,1580
2025-04-09,Gujarat,Amreli,16,208
2025-04-09,Gujarat,Anand,33,236
2025-04-09,Gujarat,Arvalli,12,68
2025-04-09,Gujarat,Banas Kantha,1,2
2025-04-09,Gujarat,Banaskantha,69,624
2025-04-09,Gujarat,Bharuch,25,215
2025-04-09,Gujarat,Bhavnagar,38,421
2025-04-09,Gujarat,Botad,8,65
2025-04-09,Gujarat,Chhotaudepur,10,50
2025-04-09,Gujarat,Dahod,17,113
2025-04-09,Gujarat,Devbhumi Dwarka,4,75
2025-04-09,Gujarat,Dohad,4,19
2025-04-09,Gujarat,Gandhinagar,44,372
2025-04-09,Gujarat,Gir Somnath,17,125
2025-04-09,Gujarat,Jamnagar,52,442
2025-04-09,Gujarat,Junagadh,33,342
2025-04-09,Gujarat,Kachchh,34,480
2025-04-09,Gujarat,Kheda,31,372
2025-04-09,Gujarat,Mahesana,43,310
2025-04-09,Gujarat,Mahisagar,5,34
2025-04-09,Gujarat,Morbi,15,162
2025-04-09,Gujarat,Narmada,21,58
2025-04-09,Gujarat,Navsari,34,184
2025-04-09,Gujarat,Panch Mahals,0,2
2025-04-09,Gujarat,Panchmahals,17,176
2025-04-09,Gujarat,Patan,21,308
2025-04-09,Gujarat,Porbandar,15,157
2025-04-09,Gujarat,Rajkot,62,777
2025-04-09,Gujarat,Sabar Kantha,1,12
2025-04-09,Gujarat,Sabarkantha,27,386
2025-04-09,Gujarat,Surat,148,1480
2025-04-09,Gujarat,Surendra Nagar,9,234
2025-04-09,Gujarat,Surendranagar,0,6
2025-04-09,Gujarat,Tapi,14,75
2025-04-09,Gujarat,The Dangs,5,39
2025-04-09,Gujarat,Vadodara,72,466
2025-04-09,Gujarat,Valsad,39,167
2025-04-09,Haryana,Ambala,8,55
2025-04-09,Haryana,Bhiwani,11,73
2025-04-09,Haryana,Charkhi Dadri,5,37
2025-04-09,Haryana,Faridabad,65,539
2025-04-09,Haryana,Fatehabad,3,15
2025-04-09,Haryana,Gurgaon,73,405
2025-04-09,Haryana,Hisar,39,190
2025-04-09,Haryana,Jhajjar,20,118
2025-04-09,Haryana,Jind,28,132
2025-04-09,Haryana,Kaithal,4,33
2025-04-09,Haryana,Karnal,12,60
2025-04-09,Haryana,Kurukshetra,19,124
2025-04-09,Haryana,Mahendragarh,17,143
2025-04-09,Haryana,Mewat,35,202
2025-04-09,Haryana,Palwal,32,301
2025-04-09,Haryana,Panchkula,37,113
2025-04-09,Haryana,Panipat,28,241
2025-04-09,Haryana,Rewari,41,173
2025-04-09,Haryana,Rohtak,23,91
2025-04-09,Haryana,Sirsa,11,114
2025-04-09,Haryana,Sonipat,34,194
2025-04-09,Haryana,Yamuna Nagar,26,191
2025-04-09,Haryana,Yamunanagar,1,1
2025-04-09,Himachal Pradesh,Bilaspur,4,117
2025-04-09,Himachal Pradesh,Chamba,5,104
2025-04-09,Himachal Pradesh,Hamirpur,8,68
2025-04-09,Himachal Pradesh,Kangra,28,308
2025-04-09,Himachal Pradesh,Kinnaur,0,3
2025-04-09,Himachal Pradesh,Kullu,0,8
2025-04-09,Himachal Pradesh,Mandi,7,160
2025-04-09,Himachal Pradesh,Shimla,9,92
2025-04-09,Himachal Pradesh,Sirmaur,8,75
2025-04-09,Himachal Pradesh,Solan,5,94
2025-04-09,Himachal Pradesh,Una,14,189
2025-04-09,Jammu & Kashmir,Baramula,0,2
2025-04-09,Jammu & Kashmir,Jammu,0,4
2025-04-09,Jammu & Kashmir,Leh (ladakh),0,1
2025-04-09,Jammu and Kashmir,Anantnag,11,98
2025-04-09,Jammu and Kashmir,Badgam,6,94
2025-04-09,Jammu and Kashmir,Bandipore,14,53
2025-04-09,Jammu and Kashmir,Baramula,25,131
2025-04-09,Jammu and Kashmir,Budgam,10,36
2025-04-09,Jammu and Kashmir,Doda,1,43
2025-04-09,Jammu and Kashmir,Ganderbal,4,25
2025-04-09,Jammu and Kashmir,Jammu,21,178
2025-04-09,Jammu and Kashmir,Kargil,3,14
2025-04-09,Jammu and Kashmir,Kathua,3,78
2025-04-09,Jammu and Kashmir,Kishtwar,2,18
2025-04-09,Jammu and Kashmir,Kulgam,18,30
2025-04-09,Jammu and Kashmir,Kupwara,17,113
2025-04-09,Jammu and Kashmir,Leh,0,2
2025-04-09,Jammu and Kashmir,Pulwama,0,7
2025-04-09,Jammu and Kashmir,Punch,16,77
2025-04-09,Jammu and Kashmir,Rajouri,10,54
2025-04-09,Jammu and Kashmir,Ramban,0,3
2025-04-09,Jammu and Kashmir,Reasi,0,9
2025-04-09,Jammu and Kashmir,Samba,0,34
2025-04-09,Jammu and Kashmir,Shupiyan,5,30
2025-04-09,Jammu and Kashmir,Srinagar,17,166
2025-04-09,Jammu and Kashmir,Udhampur,4,39
2025-04-09,Jharkhand,Bokaro,18,204
2025-04-09,Jharkhand,Chatra,16,120
2025-04-09,Jharkhand,Deoghar,6,111
2025-04-09,Jharkhand,Dhanbad,19,274
2025-04-09,Jharkhand,Dumka,22,373
2025-04-09,Jharkhand,East Singhbhum,17,241
2025-04-09,Jharkhand,Garhwa,26,164
2025-04-09,Jharkhand,Garhwa *,3,17
2025-04-09,Jharkhand,Giridih,33,225
2025-04-09,Jharkhand,Godda,15,223
2025-04-09,Jharkhand,Gumla,4,49
2025-04-09,Jharkhand,Hazaribag,1,21
2025-04-09,Jharkhand,Hazaribagh,42,177
2025-04-09,Jharkhand,Jamtara,3,75
2025-04-09,Jharkhand,Khunti,0,16
2025-04-09,Jharkhand,Kodarma,1,32
2025-04-09,Jharkhand,Koderma,16,82
2025-04-09,Jharkhand,Latehar,19,83
2025-04-09,Jharkhand,Lohardaga,2,30
2025-04-09,Jharkhand,Pakaur,2,31
2025-04-09,Jharkhand,Pakur,34,192
2025-04-09,Jharkhand,Palamu,51,322
2025-04-09,Jharkhand,Pashchimi Singhbhum,0,6
2025-04-09,Jharkhand,Purbi Singhbhum,0,49
2025-04-09,Jharkhand,Ramgarh,14,59
2025-04-09,Jharkhand,Ranchi,32,174
2025-04-09,Jharkhand,Sahebganj,30,324
2025-04-09,Jharkhand,Sahibganj,3,22
2025-04-09,Jharkhand,Seraikela-Kharsawan,6,65
2025-04-09,Jharkhand,Seraikela-kharsawan,2,32
2025-04-09,Jharkhand,Simdega,1,23
2025-04-09,Jharkhand,West Singhbhum,53,501
2025-04-09,Karnataka,Bagalkot,40,158
2025-04-09,Karnataka,Bagalkot *,1,7
2025-04-09,Karnataka,Ballari,7,52
2025-04-09,Karnataka,Bangalore,31,291
2025-04-09,Karnataka,Bangalore Rural,16,164
2025-04-09,Karnataka,Belagavi,32,183
2025-04-09,Karnataka,Belgaum,42,298
2025-04-09,Karnataka,Bellary,13,131
2025-04-09,Karnataka,Bengaluru,73,715
2025-04-09,Karnataka,Bengaluru Rural,0,1
2025-04-09,Karnataka,Bengaluru South,6,11
2025-04-09,Karnataka,Bidar,33,221
2025-04-09,Karnataka,Bijapur,36,140
2025-04-09,Karnataka,Chamarajanagar,5,8
2025-04-09,Karnataka,Chamarajanagar *,0,2
2025-04-09,Karnataka,Chamrajanagar,19,65
2025-04-09,Karnataka,Chamrajnagar,3,21
2025-04-09,Karnataka,Chickmagalur,3,66
2025-04-09,Karnataka,Chikkaballapur,15,152
2025-04-09,Karnataka,Chikkamagaluru,3,17
2025-04-09,Karnataka,Chikmagalur,1,6
2025-04-09,Karnataka,Chitradurga,22,171
2025-04-09,Karnataka,Dakshina Kannada,18,219
2025-04-09,Karnataka,Davanagere,1,20
2025-04-09,Karnataka,Davangere,14,128
