date,state,district,demo_age_5_17,demo_age_17_plus
2025-04-09,Karnataka,Dharwad,20,126
2025-04-09,Karnataka,Gadag,14,67
2025-04-09,Karnataka,Gadag *,2,10
2025-04-09,Karnataka,Gulbarga,18,124
2025-04-09,Karnataka,Hasan,3,75
2025-04-09,Karnataka,Hassan,19,124
2025-04-09,Karnataka,Haveri,24,103
2025-04-09,Karnataka,Haveri *,0,9
2025-04-09,Karnataka,Kalaburagi,26,110
2025-04-09,Karnataka,Kodagu,10,68
2025-04-09,Karnataka,Kolar,15,177
2025-04-09,Karnataka,Koppal,41,167
2025-04-09,Karnataka,Mandya,5,121
2025-04-09,Karnataka,Mysore,10,129
2025-04-09,Karnataka,Mysuru,16,135
2025-04-09,Karnataka,Raichur,32,187
2025-04-09,Karnataka,Ramanagar,10,94
2025-04-09,Karnataka,Shimoga,7,67
2025-04-09,Karnataka,Shivamogga,7,56
2025-04-09,Karnataka,Tumakuru,10,80
2025-04-09,Karnataka,Tumkur,13,125
2025-04-09,Karnataka,Udupi,34,144
2025-04-09,Karnataka,Uttara Kannada,18,128
2025-04-09,Karnataka,Vijayanagara,2,47
2025-04-09,Karnataka,Vijayapura,26,132
2025-04-09,Karnataka,Yadgir,28,109
2025-04-09,Karnataka,yadgir,3,20
2025-04-09,Kerala,Alappuzha,1,16
2025-04-09,Kerala,Ernakulam,18,57
2025-04-09,Kerala,Idukki,8,20
2025-04-09,Kerala,Kannur,5,48
2025-04-09,Kerala,Kasaragod,4,21
2025-04-09,Kerala,Kasargod,0,1
2025-04-09,Kerala,Kollam,2,14
2025-04-09,Kerala,Kottayam,4,31
2025-04-09,Kerala,Kozhikode,8,74
2025-04-09,Kerala,Malappuram,53,316
2025-04-09,Kerala,Palakkad,1,22
2025-04-09,Kerala,Pathanamthitta,2,17
2025-04-09,Kerala,Thiruvananthapuram,3,41
2025-04-09,Kerala,Thrissur,4,58
2025-04-09,Kerala,Wayanad,1,16
2025-04-09,Ladakh,Kargil,2,14
2025-04-09,Ladakh,Leh,1,8
2025-04-09,Lakshadweep,Lakshadweep,0,3
2025-04-09,Madhya Pradesh,Agar Malwa,3,17
2025-04-09,Madhya Pradesh,Alirajpur,32,183
2025-04-09,Madhya Pradesh,Anuppur,11,86
2025-04-09,Madhya Pradesh,Ashok Nagar,42,275
2025-04-09,Madhya Pradesh,Balaghat,20,200
2025-04-09,Madhya Pradesh,Barwani,66,326
2025-04-09,Madhya Pradesh,Betul,37,139
2025-04-09,Madhya Pradesh,Bhind,77,347
2025-04-09,Madhya Pradesh,Bhopal,38,198
2025-04-09,Madhya Pradesh,Burhanpur,19,61
2025-04-09,Madhya Pradesh,Chhatarpur,141,484
2025-04-09,Madhya Pradesh,Chhindwara,55,229
2025-04-09,Madhya Pradesh,Damoh,29,212
2025-04-09,Madhya Pradesh,Datia,55,210
2025-04-09,Madhya Pradesh,Dewas,40,186
2025-04-09,Madhya Pradesh,Dhar,30,247
2025-04-09,Madhya Pradesh,Dindori,20,148
2025-04-09,Madhya Pradesh,East Nimar,2,41
2025-04-09,Madhya Pradesh,Guna,28,241
2025-04-09,Madhya Pradesh,Gwalior,102,422
2025-04-09,Madhya Pradesh,Harda,0,7
2025-04-09,Madhya Pradesh,Harda *,0,12
2025-04-09,Madhya Pradesh,Hoshangabad,22,67
2025-04-09,Madhya Pradesh,Indore,52,272
2025-04-09,Madhya Pradesh,Jabalpur,63,404
2025-04-09,Madhya Pradesh,Jhabua,8,48
2025-04-09,Madhya Pradesh,Katni,57,230
2025-04-09,Madhya Pradesh,Khandwa,13,36
2025-04-09,Madhya Pradesh,Khargone,50,226
2025-04-09,Madhya Pradesh,Maihar,0,18
2025-04-09,Madhya Pradesh,Mandla,27,208
2025-04-09,Madhya Pradesh,Mandsaur,27,169
2025-04-09,Madhya Pradesh,Mauganj,2,46
2025-04-09,Madhya Pradesh,Morena,93,465
2025-04-09,Madhya Pradesh,Narmadapuram,5,35
2025-04-09,Madhya Pradesh,Narsimhapur,4,46
2025-04-09,Madhya Pradesh,Narsinghpur,32,129
2025-04-09,Madhya Pradesh,Neemuch,26,194
2025-04-09,Madhya Pradesh,Niwari,1,19
2025-04-09,Madhya Pradesh,Pandhurna,1,11
2025-04-09,Madhya Pradesh,Panna,25,211
2025-04-09,Madhya Pradesh,Raisen,51,254
2025-04-09,Madhya Pradesh,Rajgarh,41,141
2025-04-09,Madhya Pradesh,Ratlam,34,163
2025-04-09,Madhya Pradesh,Rewa,82,448
2025-04-09,Madhya Pradesh,Sagar,61,398
2025-04-09,Madhya Pradesh,Satna,70,451
2025-04-09,Madhya Pradesh,Sehore,18,77
2025-04-09,Madhya Pradesh,Seoni,46,255
2025-04-09,Madhya Pradesh,Shahdol,28,163
2025-04-09,Madhya Pradesh,Shajapur,30,171
2025-04-09,Madhya Pradesh,Sheopur,19,106
2025-04-09,Madhya Pradesh,Shivpuri,81,410
2025-04-09,Madhya Pradesh,Sidhi,37,371
2025-04-09,Madhya Pradesh,Singrauli,53,317
2025-04-09,Madhya Pradesh,Tikamgarh,62,363
2025-04-09,Madhya Pradesh,Ujjain,48,296
2025-04-09,Madhya Pradesh,Umaria,7,58
2025-04-09,Madhya Pradesh,Vidisha,83,242
2025-04-09,Madhya Pradesh,West Nimar,0,23
2025-04-09,Maharashtra,Ahmadnagar,82,597
2025-04-09,Maharashtra,Ahmed Nagar,3,13
2025-04-09,Maharashtra,Akola,39,198
2025-04-09,Maharashtra,Amravati,37,235
2025-04-09,Maharashtra,Aurangabad,42,435
2025-04-09,Maharashtra,Beed,61,449
2025-04-09,Maharashtra,Bhandara,20,135
2025-04-09,Maharashtra,Bid,3,46
2025-04-09,Maharashtra,Buldana,5,49
2025-04-09,Maharashtra,Buldhana,60,331
2025-04-09,Maharashtra,Chandrapur,24,315
2025-04-09,Maharashtra,Chatrapati Sambhaji Nagar,10,70
2025-04-09,Maharashtra,Chhatrapati Sambhajinagar,17,173
2025-04-09,Maharashtra,Dharashiv,2,51
2025-04-09,Maharashtra,Dhule,26,237
2025-04-09,Maharashtra,Gadchiroli,16,191
2025-04-09,Maharashtra,Gondiya,28,204
2025-04-09,Maharashtra,Gondiya *,0,10
2025-04-09,Maharashtra,Hingoli,36,236
2025-04-09,Maharashtra,Jalgaon,81,649
2025-04-09,Maharashtra,Jalna,42,273
2025-04-09,Maharashtra,Kolhapur,53,510
2025-04-09,Maharashtra,Latur,59,511
2025-04-09,Maharashtra,Mumbai,68,724
2025-04-09,Maharashtra,Mumbai City,17,175
2025-04-09,Maharashtra,Mumbai Suburban,52,883
2025-04-09,Maharashtra,Mumbai( Sub Urban ),2,27
2025-04-09,Maharashtra,Nagpur,94,788
2025-04-09,Maharashtra,Nanded,64,695
2025-04-09,Maharashtra,Nandurbar,1,61
2025-04-09,Maharashtra,Nandurbar *,0,3
2025-04-09,Maharashtra,Nashik,130,1036
2025-04-09,Maharashtra,Osmanabad,32,286
2025-04-09,Maharashtra,Palghar,75,573
2025-04-09,Maharashtra,Parbhani,56,364
2025-04-09,Maharashtra,Pune,194,1658
2025-04-09,Maharashtra,Raigad,17,153
2025-04-09,Maharashtra,Raigarh,35,268
2025-04-09,Maharashtra,Raigarh(MH),0,7
2025-04-09,Maharashtra,Ratnagiri,27,244
2025-04-09,Maharashtra,Sangli,38,399
2025-04-09,Maharashtra,Satara,43,395
2025-04-09,Maharashtra,Sindhudurg,9,102
2025-04-09,Maharashtra,Solapur,70,644
2025-04-09,Maharashtra,Thane,183,1803
2025-04-09,Maharashtra,Wardha,18,178
2025-04-09,Maharashtra,Washim,13,117
2025-04-09,Maharashtra,Washim *,0,2
2025-04-09,Maharashtra,Yavatmal,61,472
2025-04-09,Manipur,Chandel,10,37
2025-04-09,Manipur,Churachandpur,13,62
2025-04-09,Manipur,Imphal East,30,129
2025-04-09,Manipur,Imphal West,21,95
2025-04-09,Manipur,Jiribam,0,10
2025-04-09,Manipur,Kakching,1,0
2025-04-09,Manipur,Senapati,27,73
2025-04-09,Manipur,Tamenglong,11,39
2025-04-09,Manipur,Thoubal,29,306
2025-04-09,Manipur,Ukhrul,13,68
2025-04-09,Meghalaya,East Garo Hills,2,18
2025-04-09,Meghalaya,East Jaintia Hills,15,43
2025-04-09,Meghalaya,East Khasi Hills,21,186
2025-04-09,Meghalaya,Eastern West Khasi Hills,0,2
2025-04-09,Meghalaya,Jaintia Hills,0,1
2025-04-09,Meghalaya,North Garo Hills,3,25
2025-04-09,Meghalaya,Ri Bhoi,24,168
2025-04-09,Meghalaya,South Garo Hills,7,50
2025-04-09,Meghalaya,South West Garo Hills,8,93
2025-04-09,Meghalaya,South West Khasi Hills,4,17
2025-04-09,Meghalaya,West Garo Hills,16,159
2025-04-09,Meghalaya,West Jaintia Hills,7,72
2025-04-09,Meghalaya,West Khasi Hills,12,148
2025-04-09,Mizoram,Aizawl,18,114
2025-04-09,Mizoram,Champhai,8,46
2025-04-09,Mizoram,Khawzawl,1,0
2025-04-09,Mizoram,Kolasib,5,10
2025-04-09,Mizoram,Lawngtlai,8,44
2025-04-09,Mizoram,Lunglei,6,47
2025-04-09,Mizoram,Mamit,2,7
2025-04-09,Mizoram,Mammit,0,5
2025-04-09,Mizoram,Saiha,2,17
2025-04-09,Mizoram,Saitual,0,1
2025-04-09,Mizoram,Serchhip,6,26
2025-04-09,Nagaland,Chumukedima,1,3
2025-04-09,Nagaland,Dimapur,5,66
2025-04-09,Nagaland,Kiphire,0,13
2025-04-09,Nagaland,Kohima,5,25
2025-04-09,Nagaland,Mokokchung,2,41
2025-04-09,Nagaland,Mon,8,36
2025-04-09,Nagaland,Niuland,1,0
2025-04-09,Nagaland,Noklak,2,5
2025-04-09,Nagaland,Peren,0,6
2025-04-09,Nagaland,Phek,4,37
2025-04-09,Nagaland,Shamator,0,5
2025-04-09,Nagaland,Tseminyu,2,2
2025-04-09,Nagaland,Tuensang,9,66
2025-04-09,Nagaland,Wokha,0,2
2025-04-09,Nagaland,Zunheboto,2,7
2025-04-09,Odisha,Angul,34,183
2025-04-09,Odisha,Anugul,0,10
2025-04-09,Odisha,Balangir,36,233
2025-04-09,Odisha,Baleshwar,13,121
2025-04-09,Odisha,Baleswar,44,210
2025-04-09,Odisha,Bargarh,28,235
2025-04-09,Odisha,Baudh,0,5
2025-04-09,Odisha,Bhadrak,38,181
2025-04-09,Odisha,Boudh,1,30
2025-04-09,Odisha,Cuttack,39,378
2025-04-09,Odisha,Debagarh,9,69
2025-04-09,Odisha,Dhenkanal,34,329
2025-04-09,Odisha,Gajapati,21,180
2025-04-09,Odisha,Ganjam,89,699
2025-04-09,Odisha,JAJPUR,19,101
2025-04-09,Odisha,Jagatsinghapur,11,114
2025-04-09,Odisha,Jagatsinghpur,1,84
2025-04-09,Odisha,Jajapur,25,226
2025-04-09,Odisha,Jajpur,0,2
2025-04-09,Odisha,Jharsuguda,13,80
2025-04-09,Odisha,Kalahandi,39,367
2025-04-09,Odisha,Kandhamal,36,307
2025-04-09,Odisha,Kendrapara,26,326
2025-04-09,Odisha,Kendujhar,47,358
2025-04-09,Odisha,Khorda,29,237
2025-04-09,Odisha,Khordha,4,56
2025-04-09,Odisha,Koraput,60,487
2025-04-09,Odisha,Malkangiri,25,116
2025-04-09,Odisha,Mayurbhanj,89,536
2025-04-09,Odisha,NUAPADA,0,14
2025-04-09,Odisha,Nabarangapur,74,547
2025-04-09,Odisha,Nayagarh,11,208
2025-04-09,Odisha,Nuapada,19,119
2025-04-09,Odisha,Puri,38,326
2025-04-09,Odisha,Rayagada,43,339
2025-04-09,Odisha,Sambalpur,33,250
2025-04-09,Odisha,Sonapur,27,128
2025-04-09,Odisha,Subarnapur,0,31
2025-04-09,Odisha,Sundargarh,7,58
2025-04-09,Odisha,Sundergarh,32,251
2025-04-09,Odisha,jajpur,0,3
2025-04-09,Orissa,Anugul,0,2
2025-04-09,Orissa,Balangir,6,76
2025-04-09,Orissa,Baleshwar,1,25
2025-04-09,Orissa,Bargarh,0,10
2025-04-09,Orissa,Bhadrak,6,50
2025-04-09,Orissa,Cuttack,2,33
2025-04-09,Orissa,Dhenkanal,0,15
2025-04-09,Orissa,Ganjam,4,88
2025-04-09,Orissa,Jagatsinghapur,0,3
2025-04-09,Orissa,Jajapur,1,7
2025-04-09,Orissa,Jharsuguda,0,2
2025-04-09,Orissa,Kandhamal,0,3
2025-04-09,Orissa,Kendrapara,0,4
2025-04-09,Orissa,Kendujhar,0,1
2025-04-09,Orissa,Khordha,3,49
2025-04-09,Orissa,Koraput,0,17
2025-04-09,Orissa,Malkangiri,0,1
2025-04-09,Orissa,Nayagarh,0,10
2025-04-09,Orissa,Puri,0,32
2025-04-09,Orissa,Rayagada,0,6
2025-04-09,Orissa,Sambalpur,3,1
2025-04-09,Orissa,Sonapur,0,3
2025-04-09,Orissa,Sundargarh,0,8
2025-04-09,Pondicherry,Karaikal,0,11
2025-04-09,Pondicherry,Pondicherry,1,43
2025-04-09,Pondicherry,Yanam,0,2
2025-04-09,Puducherry,Karaikal,12,32
2025-04-09,Puducherry,Pondicherry,0,1
2025-04-09,Puducherry,Puducherry,23,142
2025-04-09,Punjab,Amritsar,79,749
2025-04-09,Punjab,Barnala,0,24
2025-04-09,Punjab,Bathinda,12,274
2025-04-09,Punjab,Faridkot,7,104
2025-04-09,Punjab,Fatehgarh Sahib,3,155
2025-04-09,Punjab,Fazilka,13,311
2025-04-09,Punjab,Ferozepur,14,153
2025-04-09,Punjab,Firozpur,1,82
2025-04-09,Punjab,Gurdaspur,39,366
2025-04-09,Punjab,Hoshiarpur,9,145
2025-04-09,Punjab,Jalandhar,25,384
2025-04-09,Punjab,Kapurthala,12,128
2025-04-09,Punjab,Ludhiana,34,437
2025-04-09,Punjab,Malerkotla,5,42
2025-04-09,Punjab,Mansa,5,63
2025-04-09,Punjab,Moga,10,163
2025-04-09,Punjab,Muktsar,3,65
2025-04-09,Punjab,Nawanshahr,0,32
2025-04-09,Punjab,Pathankot,3,84
2025-04-09,Punjab,Patiala,28,355
2025-04-09,Punjab,Rupnagar,11,118
2025-04-09,Punjab,S.A.S Nagar(Mohali),4,31
2025-04-09,Punjab,SAS Nagar (Mohali),40,349
2025-04-09,Punjab,Sangrur,12,125
2025-04-09,Punjab,Shaheed Bhagat Singh Nagar,5,53
2025-04-09,Punjab,Sri Muktsar Sahib,11,89
2025-04-09,Punjab,Tarn Taran,9,145
2025-04-09,Rajasthan,Ajmer,54,354
2025-04-09,Rajasthan,Alwar,132,744
2025-04-09,Rajasthan,Banswara,16,148
2025-04-09,Rajasthan,Baran,68,473
2025-04-09,Rajasthan,Barmer,61,431
2025-04-09,Rajasthan,Bharatpur,80,583
2025-04-09,Rajasthan,Bhilwara,55,489
2025-04-09,Rajasthan,Bikaner,38,193
2025-04-09,Rajasthan,Bundi,48,274
2025-04-09,Rajasthan,Chittaurgarh,1,19
2025-04-09,Rajasthan,Chittorgarh,40,284
2025-04-09,Rajasthan,Churu,41,311
2025-04-09,Rajasthan,Dausa,31,237
2025-04-09,Rajasthan,Deeg,5,16
2025-04-09,Rajasthan,Dhaulpur,0,20
2025-04-09,Rajasthan,Dholpur,77,329
2025-04-09,Rajasthan,Dungarpur,30,309
2025-04-09,Rajasthan,Ganganagar,58,339
2025-04-09,Rajasthan,Hanumangarh,38,269
2025-04-09,Rajasthan,Jaipur,133,1180
2025-04-09,Rajasthan,Jaisalmer,16,141
2025-04-09,Rajasthan,Jalor,23,260
2025-04-09,Rajasthan,Jhalawar,32,304
2025-04-09,Rajasthan,Jhunjhunu,0,28
2025-04-09,Rajasthan,Jhunjhunun,45,323
2025-04-09,Rajasthan,Jodhpur,64,520
2025-04-09,Rajasthan,Karauli,34,245
2025-04-09,Rajasthan,Kota,47,459
2025-04-09,Rajasthan,Nagaur,58,434
2025-04-09,Rajasthan,Pali,33,266
2025-04-09,Rajasthan,Pratapgarh,25,269
2025-04-09,Rajasthan,Rajsamand,21,216
2025-04-09,Rajasthan,Sawai Madhopur,21,151
2025-04-09,Rajasthan,Sikar,73,489
2025-04-09,Rajasthan,Sirohi,31,226
2025-04-09,Rajasthan,Tonk,51,335
2025-04-09,Rajasthan,Udaipur,70,637
2025-04-09,Sikkim,East,3,76
2025-04-09,Sikkim,East Sikkim,5,68
2025-04-09,Sikkim,Namchi,0,4
2025-04-09,Sikkim,North,0,4
2025-04-09,Sikkim,North Sikkim,0,3
2025-04-09,Sikkim,South,0,47
2025-04-09,Sikkim,South Sikkim,0,5
2025-04-09,Sikkim,West,13,82
2025-04-09,Sikkim,West Sikkim,6,49
2025-04-09,Tamil Nadu,Ariyalur,34,125
2025-04-09,Tamil Nadu,Chengalpattu,17,154
2025-04-09,Tamil Nadu,Chennai,113,920
2025-04-09,Tamil Nadu,Coimbatore,118,781
2025-04-09,Tamil Nadu,Cuddalore,121,605
2025-04-09,Tamil Nadu,Dharmapuri,95,330
2025-04-09,Tamil Nadu,Dindigul,82,454
2025-04-09,Tamil Nadu,Erode,78,504
2025-04-09,Tamil Nadu,Kallakurichi,11,74
2025-04-09,Tamil Nadu,Kancheepuram,92,687
2025-04-09,Tamil Nadu,Kanniyakumari,53,232
2025-04-09,Tamil Nadu,Kanyakumari,9,115
2025-04-09,Tamil Nadu,Karur,21,149
2025-04-09,Tamil Nadu,Krishnagiri,75,334
2025-04-09,Tamil Nadu,Madurai,77,517
2025-04-09,Tamil Nadu,Mayiladuthurai,2,26
2025-04-09,Tamil Nadu,Nagapattinam,40,232
2025-04-09,Tamil Nadu,Namakkal,58,331
2025-04-09,Tamil Nadu,Perambalur,39,113
2025-04-09,Tamil Nadu,Pudukkottai,49,305
2025-04-09,Tamil Nadu,Ramanathapuram,24,164
2025-04-09,Tamil Nadu,Ranipet,1,14
2025-04-09,Tamil Nadu,Salem,126,675
2025-04-09,Tamil Nadu,Sivaganga,39,194
2025-04-09,Tamil Nadu,Tenkasi,24,62
2025-04-09,Tamil Nadu,Thanjavur,112,415
2025-04-09,Tamil Nadu,The Nilgiris,17,121
2025-04-09,Tamil Nadu,Theni,64,267
2025-04-09,Tamil Nadu,Thiruvallur,1,15
2025-04-09,Tamil Nadu,Thiruvarur,70,234
2025-04-09,Tamil Nadu,Thoothukkudi,54,350
2025-04-09,Tamil Nadu,Tiruchirappalli,108,521
2025-04-09,Tamil Nadu,Tirunelveli,205,523
2025-04-09,Tamil Nadu,Tirupattur,8,73
2025-04-09,Tamil Nadu,Tiruppur,110,481
2025-04-09,Tamil Nadu,Tiruvallur,108,890
2025-04-09,Tamil Nadu,Tiruvannamalai,151,487
2025-04-09,Tamil Nadu,Vellore,162,672
2025-04-09,Tamil Nadu,Villupuram,84,268
2025-04-09,Tamil Nadu,Viluppuram,14,352
2025-04-09,Tamil Nadu,Virudhunagar,116,426
2025-04-09,Telangana,Adilabad,50,490
2025-04-09,Telangana,Bhadradri Kothagudem,67,409
2025-04-09,Telangana,Hanumakonda,13,267
2025-04-09,Telangana,Hyderabad,182,1252
2025-04-09,Telangana,Jagitial,24,195
2025-04-09,Telangana,Jangaon,1,8
2025-04-09,Telangana,Jangoan,8,286
2025-04-09,Telangana,Jayashankar Bhupalpally,17,202
2025-04-09,Telangana,Jogulamba Gadwal,54,279
2025-04-09,Telangana,K.v. Rangareddy,216,1799
2025-04-09,Telangana,Kamareddy,30,237
2025-04-09,Telangana,Karimnagar,106,1160
2025-04-09,Telangana,Khammam,77,613
2025-04-09,Telangana,Komaram Bheem,32,381
2025-04-09,Telangana,Mahabubabad,13,218
2025-04-09,Telangana,Mahabubnagar,173,914
2025-04-09,Telangana,Mancherial,27,345
2025-04-09,Telangana,Medak,105,681
2025-04-09,Telangana,Medchal-malkajgiri,78,635
2025-04-09,Telangana,Medchal−malkajgiri,12,14
2025-04-09,Telangana,Mulugu,10,276
2025-04-09,Telangana,Nagarkurnool,22,360
2025-04-09,Telangana,Nalgonda,55,856
2025-04-09,Telangana,Narayanpet,37,305
2025-04-09,Telangana,Nirmal,46,418
2025-04-09,Telangana,Nizamabad,51,647
2025-04-09,Telangana,Peddapalli,9,139
2025-04-09,Telangana,Rajanna Sircilla,22,145
2025-04-09,Telangana,Rangareddy,5,77
2025-04-09,Telangana,Sangareddy,40,280
2025-04-09,Telangana,Siddipet,46,664
2025-04-09,Telangana,Suryapet,28,528
2025-04-09,Telangana,Vikarabad,169,1328
2025-04-09,Telangana,Wanaparthy,52,377
2025-04-09,Telangana,Warangal,69,382
2025-04-09,Telangana,Warangal (urban),0,4
2025-04-09,Telangana,Warangal Rural,15,420
2025-04-09,Telangana,Warangal Urban,28,176
2025-04-09,Telangana,Yadadri.,32,688
2025-04-09,Tripura,Dhalai,20,186
2025-04-09,Tripura,Dhalai  *,1,4
2025-04-09,Tripura,Gomati,27,94
2025-04-09,Tripura,Khowai,14,62
2025-04-09,Tripura,North Tripura,12,221
2025-04-09,Tripura,Sepahijala,15,118
2025-04-09,Tripura,South Tripura,43,368
2025-04-09,Tripura,Unakoti,2,79
2025-04-09,Tripura,West Tripura,69,651
2025-04-09,Uttar Pradesh,Agra,340,1383
2025-04-09,Uttar Pradesh,Aligarh,218,1208
2025-04-09,Uttar Pradesh,Allahabad,499,2288
2025-04-09,Uttar Pradesh,Ambedkar Nagar,251,990
2025-04-09,Uttar Pradesh,Amethi,214,986
2025-04-09,Uttar Pradesh,Amroha,151,974
2025-04-09,Uttar Pradesh,Auraiya,164,674
2025-04-09,Uttar Pradesh,Ayodhya,43,193
2025-04-09,Uttar Pradesh,Azamgarh,538,2208
2025-04-09,Uttar Pradesh,Baghpat,73,483
2025-04-09,Uttar Pradesh,Bahraich,221,1417
2025-04-09,Uttar Pradesh,Ballia,319,1106
2025-04-09,Uttar Pradesh,Balrampur,124,983
2025-04-09,Uttar Pradesh,Banda,151,743
2025-04-09,Uttar Pradesh,Bara Banki,172,1148
2025-04-09,Uttar Pradesh,Barabanki,2,71
2025-04-09,Uttar Pradesh,Bareilly,277,1547
2025-04-09,Uttar Pradesh,Basti,186,811
2025-04-09,Uttar Pradesh,Bhadohi,27,83
2025-04-09,Uttar Pradesh,Bijnor,202,1356
2025-04-09,Uttar Pradesh,Budaun,267,1411
2025-04-09,Uttar Pradesh,Bulandshahar,0,10
2025-04-09,Uttar Pradesh,Bulandshahr,276,1346
2025-04-09,Uttar Pradesh,Chandauli,227,1158
2025-04-09,Uttar Pradesh,Chitrakoot,125,496
2025-04-09,Uttar Pradesh,Deoria,252,1261
2025-04-09,Uttar Pradesh,Etah,171,741
2025-04-09,Uttar Pradesh,Etawah,148,714
2025-04-09,Uttar Pradesh,Faizabad,204,901
2025-04-09,Uttar Pradesh,Farrukhabad,162,734
2025-04-09,Uttar Pradesh,Fatehpur,180,937
2025-04-09,Uttar Pradesh,Firozabad,246,1379
2025-04-09,Uttar Pradesh,Gautam Buddha Nagar,105,891
2025-04-09,Uttar Pradesh,Ghaziabad,128,1073
2025-04-09,Uttar Pradesh,Ghazipur,365,1214
2025-04-09,Uttar Pradesh,Gonda,261,1161
2025-04-09,Uttar Pradesh,Gorakhpur,366,1676
2025-04-09,Uttar Pradesh,Hamirpur,113,677
2025-04-09,Uttar Pradesh,Hapur,47,294
2025-04-09,Uttar Pradesh,Hardoi,278,1678
2025-04-09,Uttar Pradesh,Hathras,88,479
2025-04-09,Uttar Pradesh,Jalaun,80,601
2025-04-09,Uttar Pradesh,Jaunpur,420,1411
2025-04-09,Uttar Pradesh,Jhansi,106,549
2025-04-09,Uttar Pradesh,Jyotiba Phule Nagar,0,1
2025-04-09,Uttar Pradesh,Kannauj,172,695
2025-04-09,Uttar Pradesh,Kanpur Dehat,192,785
2025-04-09,Uttar Pradesh,Kanpur Nagar,202,1281
2025-04-09,Uttar Pradesh,Kasganj,97,473
2025-04-09,Uttar Pradesh,Kaushambi,178,663
2025-04-09,Uttar Pradesh,Kheri,219,1536
2025-04-09,Uttar Pradesh,Kushinagar,153,739
2025-04-09,Uttar Pradesh,Kushinagar *,0,12
2025-04-09,Uttar Pradesh,Lalitpur,98,449
2025-04-09,Uttar Pradesh,Lucknow,141,1339
2025-04-09,Uttar Pradesh,Maharajganj,277,911
2025-04-09,Uttar Pradesh,Mahoba,119,398
2025-04-09,Uttar Pradesh,Mainpuri,142,754
2025-04-09,Uttar Pradesh,Mathura,134,590
2025-04-09,Uttar Pradesh,Mau,216,774
2025-04-09,Uttar Pradesh,Meerut,111,901
2025-04-09,Uttar Pradesh,Mirzapur,136,728
2025-04-09,Uttar Pradesh,Moradabad,103,733
2025-04-09,Uttar Pradesh,Muzaffarnagar,96,649
2025-04-09,Uttar Pradesh,Pilibhit,72,387
2025-04-09,Uttar Pradesh,Pratapgarh,210,991
2025-04-09,Uttar Pradesh,Prayagraj,33,145
2025-04-09,Uttar Pradesh,Rae Bareli,141,985
2025-04-09,Uttar Pradesh,Rampur,138,817
2025-04-09,Uttar Pradesh,Saharanpur,98,692
2025-04-09,Uttar Pradesh,Sambhal,231,858
2025-04-09,Uttar Pradesh,Sant Kabir Nagar,157,602
2025-04-09,Uttar Pradesh,Sant Ravidas Nagar,136,422
2025-04-09,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2,6
2025-04-09,Uttar Pradesh,Shahjahanpur,269,1256
2025-04-09,Uttar Pradesh,Shamli,16,212
2025-04-09,Uttar Pradesh,Shrawasti,98,553
2025-04-09,Uttar Pradesh,Siddharthnagar,211,701
2025-04-09,Uttar Pradesh,Sitapur,229,1530
2025-04-09,Uttar Pradesh,Sonbhadra,118,623
2025-04-09,Uttar Pradesh,Sultanpur,203,797
2025-04-09,Uttar Pradesh,Unnao,134,891
2025-04-09,Uttar Pradesh,Varanasi,255,1120
2025-04-09,Uttarakhand,Almora,9,123
2025-04-09,Uttarakhand,Bageshwar,28,58
2025-04-09,Uttarakhand,Chamoli,22,105
2025-04-09,Uttarakhand,Champawat,17,81
2025-04-09,Uttarakhand,Dehradun,34,354
2025-04-09,Uttarakhand,Hardwar,1,9
2025-04-09,Uttarakhand,Haridwar,43,455
2025-04-09,Uttarakhand,Nainital,20,220
2025-04-09,Uttarakhand,Pauri Garhwal,19,139
2025-04-09,Uttarakhand,Pithoragarh,20,91
2025-04-09,Uttarakhand,Rudraprayag,3,60
2025-04-09,Uttarakhand,Tehri Garhwal,27,212
2025-04-09,Uttarakhand,Udham Singh Nagar,45,471
2025-04-09,Uttarakhand,Uttarkashi,21,68
2025-04-09,WEST BENGAL,HOWRAH,0,1
2025-04-09,WESTBENGAL,HOOGHLY,0,2
2025-04-09,West  Bengal,Hooghly,0,2
2025-04-09,West Bangal,Hooghly,0,2
2025-04-09,West Bengal,Alipurduar,13,145
2025-04-09,West Bengal,Bankura,163,2061
2025-04-09,West Bengal,Barddhaman,173,2663
2025-04-09,West Bengal,Bardhaman,7,442
2025-04-09,West Bengal,Birbhum,109,1500
2025-04-09,West Bengal,Cooch Behar,205,2049
2025-04-09,West Bengal,Dakshin Dinajpur,63,1291
2025-04-09,West Bengal,Darjeeling,16,551
2025-04-09,West Bengal,Darjiling,0,110
2025-04-09,West Bengal,East Midnapore,15,236
2025-04-09,West Bengal,Haora,6,523
2025-04-09,West Bengal,Hawrah,0,1
2025-04-09,West Bengal,Hooghly,130,2238
2025-04-09,West Bengal,Howrah,69,995
2025-04-09,West Bengal,Hugli,0,11
2025-04-09,West Bengal,Jalpaiguri,98,2648
2025-04-09,West Bengal,Jhargram,3,50
2025-04-09,West Bengal,Kalimpong,2,28
2025-04-09,West Bengal,Koch Bihar,10,1086
2025-04-09,West Bengal,Kolkata,38,1089
2025-04-09,West Bengal,Malda,157,1742
2025-04-09,West Bengal,Maldah,12,412
2025-04-09,West Bengal,Medinipur,0,4
2025-04-09,West Bengal,Murshidabad,390,4183
